rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
10,0446554995,9780446554992,Grand Central Publishing,TWO GRAVES,Douglas Preston and Lincoln Child,Combined Print Fiction,2012-12-30
11,0316069434,9780316069434,"Little, Brown & Company",THE BLACK BOX,Michael Connelly,Combined Print Fiction,2012-12-30
12,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2012-12-30
13,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2012-12-30
14,1476716692,9781476716695,Threshold Editions,AGENDA 21,Glenn Beck with Harriet Parke,Combined Print Fiction,2012-12-30
15,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2012-12-30
16,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-12-30
17,1401322786,9781401322786,Hyperion Press,THE TIME KEEPER,Mitch Albom,Combined Print Fiction,2012-12-30
18,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-12-30
19,0062065246,9780062065247,HarperCollins Publishers,THE ROUND HOUSE,Louise Erdrich,Combined Print Fiction,2012-12-30
20,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2012-12-30
1,0399160450,9780399160455,Penguin Group,THREAT VECTOR,Tom Clancy with Mark Greaney,Combined Print Fiction,2012-12-23
2,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-12-23
3,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-12-23
4,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-12-23
5,0345527747,9780345527745,Random House Publishing,NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,2012-12-23
6,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2012-12-23
7,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2012-12-23
8,0316069434,9780316069434,"Little, Brown & Company",THE BLACK BOX,Michael Connelly,Combined Print Fiction,2012-12-23
9,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-12-23
10,1476716692,9781476716695,Threshold Editions,AGENDA 21,Glenn Beck with Harriet Parke,Combined Print Fiction,2012-12-23
11,0525952926,9780525952923,Penguin Group,WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,2012-12-23
12,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2012-12-23
13,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-12-23
14,0451464400,9780451464408,Penguin Group,COLD DAYS,Jim Butcher,Combined Print Fiction,2012-12-23
15,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2012-12-23
16,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-12-23
17,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-12-23
18,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2012-12-23
19,1455515558,9781455515554,Grand Central Publishing,PRIVATE LONDON,James Patterson and Mark Pearson,Combined Print Fiction,2012-12-23
20,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2012-12-23
1,0451464400,9780451464408,Penguin Group,COLD DAYS,Jim Butcher,Combined Print Fiction,2012-12-16
2,0316069434,9780316069434,"Little, Brown & Company",THE BLACK BOX,Michael Connelly,Combined Print Fiction,2012-12-16
3,0345527747,9780345527745,Random House Publishing,NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,2012-12-16
4,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2012-12-16
5,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-12-16
6,1476716692,9781476716695,Threshold Editions,AGENDA 21,Glenn Beck with Harriet Parke,Combined Print Fiction,2012-12-16
7,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-12-16
8,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2012-12-16
9,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-12-16
10,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2012-12-16
11,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-12-16
12,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-12-16
13,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2012-12-16
14,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-12-16
15,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2012-12-16
16,145551019X,9781455510191,"Little, Brown & Company",KILL ALEX CROSS,James Patterson,Combined Print Fiction,2012-12-16
17,0425246043,9780425246047,Penguin Group,THE PERFECT HOPE,Nora Roberts,Combined Print Fiction,2012-12-16
18,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-12-16
19,0525952926,9780525952923,Penguin Group,WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,2012-12-16
20,1451650051,9781451650051,Pocket Books,SHADOW’S CLAIM,Kresley Cole,Combined Print Fiction,2012-12-16
1,0345527747,9780345527745,Random House Publishing,NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,2012-12-09
2,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2012-12-09
3,1476716692,9781476716695,Threshold Editions,AGENDA 21,Glenn Beck with Harriet Parke,Combined Print Fiction,2012-12-09
4,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2012-12-09
5,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-12-09
6,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2012-12-09
7,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-12-09
8,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-12-09
9,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-12-09
10,0425246043,9780425246047,Penguin Group,THE PERFECT HOPE,Nora Roberts,Combined Print Fiction,2012-12-09
11,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-12-09
12,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-12-09
13,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-12-09
14,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2012-12-09
15,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2012-12-09
16,0425263916,9780425263914,Penguin Group,REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,2012-12-09
17,0375507256,9780375507250,Random House Publishing,CLOUD ATLAS,David Mitchell,Combined Print Fiction,2012-12-09
18,0399162925,9780399162923,Penguin Group,POSEIDON'S ARROW,Clive Cussler and Dirk Cussler,Combined Print Fiction,2012-12-09
19,0062065246,9780062065247,HarperCollins Publishers,THE ROUND HOUSE,Louise Erdrich,Combined Print Fiction,2012-12-09
20,0425263908,9780425263907,Berkley,BARED TO YOU,Sylvia Day,Combined Print Fiction,2012-12-09
1,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2012-12-02
2,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2012-12-02
3,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-12-02
4,0425246043,9780425246047,Penguin Group,THE PERFECT HOPE,Nora Roberts,Combined Print Fiction,2012-12-02
5,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-12-02
6,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-12-02
7,0385536828,9780385536820,Knopf Doubleday Publishing,SWEET TOOTH,Ian McEwan,Combined Print Fiction,2012-12-02
8,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2012-12-02
9,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-12-02
10,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-12-02
11,0399162925,9780399162923,Penguin Group,POSEIDON'S ARROW,Clive Cussler and Dirk Cussler,Combined Print Fiction,2012-12-02
12,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-12-02
13,0425263916,9780425263914,Penguin Group,REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,2012-12-02
14,0375507256,9780375507250,Random House Publishing,CLOUD ATLAS,David Mitchell,Combined Print Fiction,2012-12-02
15,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-12-02
16,0446580848,9780446580847,Grand Central Publishing,THE PANTHER,Nelson DeMille,Combined Print Fiction,2012-12-02
17,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2012-12-02
18,0345538196,9780345538192,Random House Publishing,ONE SHOT,Lee Child,Combined Print Fiction,2012-12-02
19,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2012-12-02
20,0525952926,9780525952923,Penguin Group,WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,2012-12-02
1,0425246043,9780425246047,Penguin Group,THE PERFECT HOPE,Nora Roberts,Combined Print Fiction,2012-11-25
2,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-11-25
3,0399162925,9780399162923,Penguin Group,POSEIDON'S ARROW,Clive Cussler and Dirk Cussler,Combined Print Fiction,2012-11-25
4,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-11-25
5,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2012-11-25
6,0425263916,9780425263914,Penguin Group,REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,2012-11-25
7,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-11-25
8,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-11-25
9,0375507256,9780375507250,Random House Publishing,CLOUD ATLAS,David Mitchell,Combined Print Fiction,2012-11-25
10,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-11-25
11,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-11-25
12,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-11-25
13,0446580848,9780446580847,Grand Central Publishing,THE PANTHER,Nelson DeMille,Combined Print Fiction,2012-11-25
14,0385343205,9780385343206,Random House Publishing,THE SINS OF THE MOTHER,Danielle Steel,Combined Print Fiction,2012-11-25
15,0399157565,9780399157561,Penguin Group,THE BONE BED,Patricia Cornwell,Combined Print Fiction,2012-11-25
16,0525952926,9780525952923,Penguin Group,WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,2012-11-25
17,0425263908,9780425263907,Berkley,BARED TO YOU,Sylvia Day,Combined Print Fiction,2012-11-25
18,0440245206,9780440245209,Random House Publishing,HOTEL VENDOME,Danielle Steel,Combined Print Fiction,2012-11-25
19,0425250563,9780425250563,Penguin Group,V IS FOR VENGEANCE,Sue Grafton,Combined Print Fiction,2012-11-25
20,1455519006,9781455519002,Grand Central Publishing,THE INNOCENT,David Baldacci,Combined Print Fiction,2012-11-25
1,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-11-18
2,0425263916,9780425263914,Penguin Group,REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,2012-11-18
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-11-18
4,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-11-18
5,0375507256,9780375507250,Random House Publishing,CLOUD ATLAS,David Mitchell,Combined Print Fiction,2012-11-18
6,0385343205,9780385343206,Random House Publishing,THE SINS OF THE MOTHER,Danielle Steel,Combined Print Fiction,2012-11-18
7,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-11-18
8,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-11-18
9,0446580848,9780446580847,Grand Central Publishing,THE PANTHER,Nelson DeMille,Combined Print Fiction,2012-11-18
10,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-11-18
11,145162803X,9781451628036,Simon & Schuster,A WINTER DREAM,Richard Paul Evans,Combined Print Fiction,2012-11-18
12,0778313859,9780778313854,Harlequin,MY KIND OF CHRISTMAS,Ron Carr,Combined Print Fiction,2012-11-18
13,0399157565,9780399157561,Penguin Group,THE BONE BED,Patricia Cornwell,Combined Print Fiction,2012-11-18
14,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-11-18
15,0778313905,9780778313908,Mira,1225 CHRISTMAS TREE LANE,Debbie Macomber,Combined Print Fiction,2012-11-18
16,0525952926,9780525952923,Penguin Group,WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,2012-11-18
17,0385344406,9780385344401,Random House Publishing,ICED,Karen Marie Moning,Combined Print Fiction,2012-11-18
18,0316199869,9780316199865,"Little, Brown & Company",NYPD RED,James Patterson and Marshall Karp,Combined Print Fiction,2012-11-18
19,0425263908,9780425263907,Berkley,BARED TO YOU,Sylvia Day,Combined Print Fiction,2012-11-18
20,0316036315,9780316036313,"Little, Brown & Company",BACK TO BLOOD,Tom Wolfe,Combined Print Fiction,2012-11-18
1,0425263916,9780425263914,Penguin Group,REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,2012-11-11
2,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-11-11
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-11-11
4,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-11-11
5,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-11-11
6,0446580848,9780446580847,Grand Central Publishing,THE PANTHER,Nelson DeMille,Combined Print Fiction,2012-11-11
7,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-11-11
8,0778313859,9780778313854,Harlequin,MY KIND OF CHRISTMAS,Ron Carr,Combined Print Fiction,2012-11-11
9,0316036315,9780316036313,"Little, Brown & Company",BACK TO BLOOD,Tom Wolfe,Combined Print Fiction,2012-11-11
10,0375507256,9780375507250,Random House Publishing,CLOUD ATLAS,David Mitchell,Combined Print Fiction,2012-11-11
11,1451647018,9781451647013,Howard Books,THE BRIDGE,Karen Kingsbury,Combined Print Fiction,2012-11-11
12,0399157565,9780399157561,Penguin Group,THE BONE BED,Patricia Cornwell,Combined Print Fiction,2012-11-11
13,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-11-11
14,0373776969,9780373776962,Harlequin,WYOMING FIERCE,Diana Palmer,Combined Print Fiction,2012-11-11
15,0316199869,9780316199865,"Little, Brown & Company",NYPD RED,James Patterson and Marshall Karp,Combined Print Fiction,2012-11-11
16,0345528875,9780345528872,Random House Publishing,ANGELS AT THE TABLE,Debbie Macomber,Combined Print Fiction,2012-11-11
17,1455519006,9781455519002,Grand Central Publishing,THE INNOCENT,David Baldacci,Combined Print Fiction,2012-11-11
18,0425263908,9780425263907,Berkley,BARED TO YOU,Sylvia Day,Combined Print Fiction,2012-11-11
19,0525952926,9780525952923,Penguin Group,WINTER OF THE WORLD,Ken Follett,Combined Print Fiction,2012-11-11
20,0446556696,9780446556699,"Little, Brown & Company",THE DROP,Michael Connelly,Combined Print Fiction,2012-11-11
1,0446580848,9780446580847,Grand Central Publishing,THE PANTHER,Nelson DeMille,Combined Print Fiction,2012-11-04
2,0345504984,9780345504982,Random House Publishing,THE TWELVE,Justin Cronin,Combined Print Fiction,2012-11-04
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-11-04
4,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-11-04
5,0399157565,9780399157561,Penguin Group,THE BONE BED,Patricia Cornwell,Combined Print Fiction,2012-11-04
6,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2012-11-04
7,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2012-11-04
8,0316199869,9780316199865,"Little, Brown & Company",NYPD RED,James Patterson and Marshall Karp,Combined Print Fiction,2012-11-04
9,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-11-04
